-6.283185307179586232e+00,4.348733571725302283e-02
-6.281928544441876205e+00,8.434662439235535158e-02
-6.280671781704167067e+00,-2.869325813766024358e-02
-6.279415018966457041e+00,2.144474179093550439e-02
-6.278158256228747902e+00,2.087115220949179589e-02
-6.276901493491037876e+00,-2.307423932006448519e-02
-6.275644730753327849e+00,-3.067429158535118355e-02
-6.274387968015618711e+00,-8.225134463653773625e-04
-6.273131205277908684e+00,5.828690452262291072e-02
-6.271874442540198658e+00,-1.908441344880855428e-02
-6.270617679802489519e+00,1.508200316980633574e-02
-6.269360917064779493e+00,-1.868958360081587194e-02
-6.268104154327070354e+00,-3.497766158877450154e-02
-6.266847391589360328e+00,6.217913969014457476e-02
-6.265590628851650301e+00,-6.832870304527119409e-02
-6.264333866113941163e+00,-1.074496565328032088e-03
-6.263077103376231136e+00,1.852086074269246319e-02
-6.261820340638521110e+00,4.388799958565500758e-02
-6.260563577900811971e+00,-1.311360896919960481e-02
-6.259306815163101945e+00,-7.073040462200287648e-03
-6.258050052425392806e+00,-2.922537627117881287e-03
-6.256793289687682780e+00,6.102659798829729310e-02
-6.255536526949972753e+00,7.451543587192709095e-02
-6.254279764212263615e+00,-4.616620047822822537e-02
-6.253023001474553588e+00,1.219157578157522154e-01
-6.251766238736844450e+00,-2.401230688789127155e-03
-6.250509475999134423e+00,1.172930581050272147e-01
-6.249252713261424397e+00,-1.615294565763387979e-02
-6.247995950523715258e+00,-1.999606036007985088e-02
-6.246739187786005232e+00,1.310407005491110929e-02
-6.245482425048295205e+00,3.320861991214121844e-02
-6.244225662310586067e+00,8.652792012504287311e-02
-6.242968899572876040e+00,-4.069775856137838876e-03
-6.241712136835166902e+00,-1.666346087388478198e-02
-6.240455374097456875e+00,1.150534128359015362e-01
-6.239198611359746849e+00,8.367939611058823612e-02
-6.237941848622037710e+00,5.483847712618313691e-02
-6.236685085884327684e+00,5.897573053875149185e-02
-6.235428323146617657e+00,7.909836192885442985e-02
-6.234171560408908519e+00,1.053493433212173147e-01
-6.232914797671198492e+00,5.730796382276241718e-02
-6.231658034933489354e+00,1.481917859199202991e-01
-6.230401272195779327e+00,5.338439055224529495e-02
-6.229144509458069301e+00,-1.338518372559218544e-02
-6.227887746720360163e+00,9.489028398683693744e-03
-6.226630983982650136e+00,8.645159609361428854e-03
-6.225374221244940998e+00,5.075665883583607707e-02
-6.224117458507230971e+00,-1.991952491400771769e-02
-6.222860695769520945e+00,4.958091178145195010e-02
-6.221603933031811806e+00,1.026730075226672256e-01
-6.220347170294101780e+00,9.799106987172415129e-02
-6.219090407556391753e+00,9.790103022386686948e-02
-6.217833644818682615e+00,4.784504680341206129e-02
-6.216576882080972588e+00,5.049984030334528362e-02
-6.215320119343263450e+00,1.630294057427493226e-01
-6.214063356605553423e+00,4.280742523450506432e-02
-6.212806593867843397e+00,1.088259998541929452e-02
-6.211549831130134258e+00,5.684864891862872333e-02
-6.210293068392424232e+00,3.971878831494266016e-02
-6.209036305654714205e+00,-2.265525858815523041e-02
-6.207779542917005067e+00,2.018714574948761442e-02
-6.206522780179295040e+00,-3.342759085501337268e-02
-6.205266017441585902e+00,7.394663087424355186e-03
-6.204009254703875875e+00,4.631368190524252221e-02
-6.202752491966165849e+00,1.730893808908839371e-01
-6.201495729228456710e+00,1.084617242407780874e-01
-6.200238966490746684e+00,1.406549794086376370e-01
-6.198982203753037545e+00,1.966175590610850232e-01
-6.197725441015327519e+00,4.031323731213919126e-02
-6.196468678277617492e+00,9.213113053972925293e-02
-6.195211915539908354e+00,1.688042854395513381e-02
-6.193955152802198327e+00,-3.306560347908735209e-02
-6.192698390064488301e+00,4.886693883350137074e-02
-6.191441627326779162e+00,-3.009809225058011906e-02
-6.190184864589069136e+00,1.661610148911279172e-01
-6.188928101851359997e+00,1.720355645967342750e-01
-6.187671339113649971e+00,6.311592193707329934e-02
-6.186414576375939944e+00,5.414026288678841503e-02
-6.185157813638230806e+00,1.069947066556169862e-01
-6.183901050900520779e+00,6.863373978672232534e-02
-6.182644288162810753e+00,1.372259827619583816e-01
-6.181387525425101614e+00,1.298553825316986488e-01
-6.180130762687391588e+00,1.331090385956995026e-01
-6.178873999949682450e+00,1.390823104983444636e-01
-6.177617237211972423e+00,1.070241439785518389e-01
-6.176360474474262396e+00,1.234819189496535879e-01
-6.175103711736553258e+00,9.534144393630564207e-02
-6.173846948998843231e+00,1.763430763564836634e-01
-6.172590186261134093e+00,7.043840552453196902e-02
-6.171333423523424067e+00,1.865119114364413022e-01
-6.170076660785714040e+00,7.771345801669284070e-02
-6.168819898048004902e+00,9.633989820908922530e-02
-6.167563135310294875e+00,3.339778149353000991e-02
-6.166306372572584849e+00,1.271633833378341960e-01
-6.165049609834875710e+00,1.511553703449023123e-01
-6.163792847097165684e+00,1.401581873914623799e-01
-6.162536084359456545e+00,3.168923450043865941e-02
-6.161279321621746519e+00,1.026503042131586135e-01
-6.160022558884036492e+00,1.463000735820295106e-01
-6.158765796146327354e+00,4.497117159583199908e-02
-6.157509033408617327e+00,6.671862048912402532e-02
-6.156252270670907301e+00,6.151534600247765550e-02
-6.154995507933198162e+00,1.391445102895834673e-01
-6.153738745195488136e+00,1.486476808493362167e-01
-6.152481982457778997e+00,1.709401712540015994e-01
-6.151225219720068971e+00,1.106425068626054470e-01
-6.149968456982358944e+00,1.544615892949067204e-01
-6.148711694244649806e+00,1.831735164598460863e-01
-6.147454931506939779e+00,7.097000558810412363e-02
-6.146198168769229753e+00,1.608821285516879307e-01
-6.144941406031520614e+00,1.451576745590903994e-01
-6.143684643293810588e+00,2.499864993519122225e-01
-6.142427880556101449e+00,1.561521468588203398e-02
-6.141171117818391423e+00,1.023164489848272102e-01
-6.139914355080681396e+00,2.026630045005029801e-01
-6.138657592342972258e+00,9.594820426160852178e-02
-6.137400829605262231e+00,9.534760821930718389e-02
-6.136144066867553093e+00,1.894835411287673632e-01
-6.134887304129843066e+00,1.222861060733078653e-01
-6.133630541392133040e+00,1.290556681788339599e-01
-6.132373778654423901e+00,1.849454524962605428e-01
-6.131117015916713875e+00,1.487940950239465820e-01
-6.129860253179003848e+00,9.070338826183151071e-02
-6.128603490441294710e+00,2.171694449868239452e-01
-6.127346727703584683e+00,8.184857551192108172e-02
-6.126089964965875545e+00,2.510449758951459054e-01
-6.124833202228165518e+00,2.278347122948488068e-01
-6.123576439490455492e+00,1.913893536916995430e-01
-6.122319676752746354e+00,1.334536090949471343e-01
-6.121062914015036327e+00,2.325569350692134607e-01
-6.119806151277327189e+00,1.040836833202155587e-01
-6.118549388539617162e+00,1.023937781488444554e-01
-6.117292625801907135e+00,1.210908997309939339e-01
-6.116035863064197997e+00,1.390196194360236726e-01
-6.114779100326487971e+00,1.825128807016604404e-01
-6.113522337588777944e+00,1.430556664817257961e-01
-6.112265574851068806e+00,1.007950040681599019e-01
-6.111008812113358779e+00,2.739791920427891991e-01
-6.109752049375649641e+00,2.363643531503238915e-01
-6.108495286637939614e+00,1.516048053508722016e-01
-6.107238523900229588e+00,1.793678049635120675e-01
-6.105981761162520449e+00,3.137170244316382361e-01
-6.104724998424810423e+00,2.094106217733348041e-01
-6.103468235687100396e+00,1.510314912720451264e-01
-6.102211472949391258e+00,2.470463746988209586e-01
-6.100954710211681231e+00,1.268053329900554194e-01
-6.099697947473972093e+00,1.837805947595638201e-01
-6.098441184736262066e+00,1.870237909632881668e-01
-6.097184421998552040e+00,2.124406109285096045e-01
-6.095927659260842901e+00,2.668831893634847630e-01
-6.094670896523132875e+00,1.565981849921377067e-01
-6.093414133785422848e+00,1.153654280656183362e-01
-6.092157371047713710e+00,1.930295143511401301e-01
-6.090900608310003683e+00,1.823437527022398474e-01
-6.089643845572294545e+00,2.232252824082543996e-01
-6.088387082834584518e+00,2.435666084340281923e-01
-6.087130320096874492e+00,2.347899611403665709e-01
-6.085873557359165353e+00,1.280021636104774485e-01
-6.084616794621455327e+00,1.949781951379616352e-01
-6.083360031883746188e+00,1.957141967163387175e-01
-6.082103269146036162e+00,2.001923621833727462e-01
