index,target
16834,-0.1766168207817338
15437,0.04047070736308489
8549,0.2091599436851339
7222,0.15588934039983054
17054,0.2211130451020627
11377,0.4110629770450227
7631,0.26842557000131295
14569,0.4712530230298971
10441,0.05682630981257586
4487,0.22107091428075126
14165,0.5078485452257345
13723,0.14453687794537584
10842,0.5571179235745763
8384,0.1970913147693807
17392,0.48070982588310224
12306,0.13815602551363398
14220,0.06442149940086617
1559,0.09781879906116486
477,0.10083079750039625
1466,0.16515853242741202
1573,0.05750326886637458
3004,0.25577165297019877
17063,0.18567999197567958
396,0.0681589817817787
2960,-0.04810656394320412
12862,0.5528101887485485
8887,-0.0019099809809142165
5104,0.20450164550189198
13641,0.10146193061505404
14632,0.2705178751694617
2302,0.1097614962304006
18651,0.33515940255392696
12299,0.16350799351339573
18513,0.3318906131032233
5658,0.1105509276444967
16147,0.6148987330331276
13334,0.03541919177566044
12826,0.38857059790721415
6617,0.06388209879281348
916,0.2787980362859924
17252,0.250721595003491
15348,0.14863138784068286
1942,0.049672061838682224
7088,0.017553840486898453
6820,0.10994835795365732
6015,0.47128100614084734
5665,0.3746577629409876
16916,0.5126467632282283
4322,0.35884211302218627
6742,0.11476427851086574
12516,0.08149303276791547
10824,0.11246343580999535
10531,0.10869790050115036
7054,0.3828806773492104
14703,0.06491631499461992
12657,0.3161922821302132
1319,0.15574181055555314
17315,0.07316618008426973
10127,0.31342881468613487
1341,0.23126607634966134
15427,0.6316467401600548
16687,0.03700175171166553
5949,0.13786836700417365
9591,0.36368016597540487
6106,0.034652286510309604
5442,0.04114015095644452
5149,0.7753607159464408
15383,0.33178496509598004
10635,0.30167081801681006
19043,0.28911713926673543
14826,0.16647338457857463
4087,0.1519300649248322
9747,0.39163461502357666
3646,0.5420892237198556
11918,0.2419317048479015
1426,0.43833572405182003
11154,0.1954702896174348
5347,0.326801587700491
12258,0.08122290849345631
10539,0.12406136879869356
6360,0.17858648034720298
3006,0.13595996811190086
16267,0.36672925533729284
7277,0.33724531529398405
2843,0.23360915105996455
11557,0.46764603404668137
9398,0.08108045661341362
10236,0.1426159871781545
5409,0.280491871905048
12610,0.11015277791760059
8527,0.5698767303487599
5228,0.6148068302203726
12086,0.18657488948868534
353,0.3355887321186519
12375,0.5451074815069857
7875,0.14117829596254827
6885,0.15273383858205386
2716,0.5171978998049558
1480,0.014628860111758013
19012,0.3879852672674078
13032,0.5543698925742288
13234,0.3757898458852561
13235,0.38557468938418943
12026,0.17372103248333404
1498,0.14290609634220108
593,0.5750722565356611
10565,0.28592217241329615
8086,0.018154107000871167
3649,-0.026580814717077295
13213,0.21625007555892217
14629,0.5365477807097672
17972,0.47659898689140184
17611,0.19185225756500957
16724,0.1600560148577181
2967,0.44228146476964114
7662,0.1672588729836995
1594,0.1587576614042056
13039,0.19793422186935639
18483,-0.07367495145448077
3659,0.7680370839754862
1198,0.14170942815983784
3550,0.08476520926171138
2414,0.7614787814972358
8883,0.041504215256653376
428,0.16070518307439557
17595,0.1528011726104364
3196,0.1458160694328337
11657,0.70276753681292
16207,0.1460116098798997
18577,0.3089209886038834
1920,0.1170806532976934
5888,0.17648489787511612
6533,0.045145084009974745
13072,0.3601918029566994
16027,0.17499493467873184
10874,0.17706010443461273
2602,0.22281099849422664
9382,0.07903988172168824
9017,-0.001970477863838971
14179,0.03797973172158875
6701,0.05435439578438217
17506,0.5341062253524811
16543,0.11662931935250737
13190,0.1861123401257897
9175,0.3177969359552884
17907,0.2817057787894544
15727,0.38900461693350485
4955,0.053259731138602495
8018,0.30404781824501986
7862,0.017088728483003357
6049,0.5427539886353726
14636,0.5273980042274761
15100,0.2884062522086404
17168,0.19158929225520382
1984,0.15467268335227574
6948,0.12271761714422597
13044,0.728180035673937
15605,0.3725638666956925
10994,0.5362101504391481
8579,0.047272656297196014
2778,0.025509958037407854
16693,0.017145592172770563
3826,0.4958450103000678
13353,0.09080744753729864
3948,0.1387194052700536
9108,0.042115416952211104
17843,0.3766693787400886
9686,0.3261224107597066
16176,0.6601017831511642
3173,0.13098871457100092
13220,0.1671694648782603
7677,0.1653494044073479
16107,0.14089243076718716
8054,0.39596491027976694
9251,0.036698320016844366
8915,0.32084569680486075
8313,0.21855826454232113
8956,0.26774933629670417
15380,0.31650166212196584
15873,0.02156244592305956
1669,0.12709944583162797
12627,0.5293177223030135
17368,0.7454990898294639
16333,0.692650937663042
5865,0.12552975785197928
7713,0.42236705758264953
6075,0.20529731862891465
18633,0.24184767656550898
686,0.025240364997763054
13635,0.4455632113902145
2376,0.12199090764828313
4153,0.3071738796222162
2719,0.10471666154356096
7042,0.5808701239524816
12459,0.05464865907431826
16325,0.7417487782073422
7465,0.3355771731536392
12395,0.17203662812032633
1034,0.4833588282509464
3204,0.07392634468978138
9198,0.3957993980645711
9225,0.7405867914522459
13469,-0.08953391140162104
2143,0.10723751549090249
11840,0.09184483500712859
13622,0.583605742668703
8328,0.039743803926539534
5726,0.12547819579021646
8879,0.3995884975742224
3830,0.5365760707602817
7281,0.6319620954131467
13401,0.4074559352727887
11500,0.12204737424135176
15824,0.3276433742150138
10690,0.1258189710808894
3626,0.06244752152229205
17752,0.1574267141058917
15367,0.12693364216329672
14504,0.19659117368980067
9030,0.49982642237200015
15010,0.3644432265637544
7812,0.23743597926280968
2633,0.13948578017303964
162,0.09090363184514322
15786,0.15884575193759115
9798,0.09041407587121536
5741,-0.0013284292268679332
771,0.06497884850714791
14741,0.17547369207841657
2221,0.5180246100983265
13722,0.10591630762121318
8532,0.15191591537429033
2697,0.2884032291079339
7564,0.39332050901618887
3751,0.3949836243443707
17499,0.3061779537039795
4138,0.021867684607847604
3101,0.5489138158924003
6785,0.3258125927873603
1353,0.030437189749932925
18086,0.6406374110262145
6595,0.13254371318591052
14076,0.39503804158204003
8110,0.20902392362631333
2259,0.5077741626479728
892,0.006744659280554677
10009,0.37776827635894894
6353,0.030111967658238203
11288,0.2018806742935612
9520,0.18823243835179387
18188,0.1768536277168925
5327,0.1535881784340426
14496,0.5004129595959149
6278,0.09455271399208309
17984,0.08393885528209494
1602,-0.10890090826629073
7994,0.6314291755071455
5218,0.3812249490189059
444,0.13223247468308552
578,0.2588710905375364
13163,0.04188903465347149
14540,0.3080995544421436
14050,0.5362614298097724
19109,0.4915599848406954
17080,0.3125171507245271
5543,0.2546289621747233
472,0.49789919596947213
13964,0.06640163010020056
10434,0.4475208495454541
17685,0.16013075279738065
17020,0.28212311914309285
13445,0.37992429138965006
7756,0.12466020131083316
1750,0.16746841288985015
13611,-0.053985262496787256
11782,0.4696361629292174
8849,0.07652269391298783
3076,0.5866923435468245
17303,0.1433114075964037
11579,0.17712292512471556
6110,0.17395099643135914
18670,0.0661868947853041
12536,0.023089261998362032
16731,-0.06371535294946651
9493,0.6049045726744381
15981,0.04621749670815278
4077,0.395994114514723
5220,-0.03926151747776452
5719,0.5663959917707604
7850,-0.0852769398979979
10153,0.3670988104735289
4685,0.06497591805687858
2487,0.12183221976037617
4972,0.5145344390784786
8507,0.41258126100777925
8381,0.19449065363348084
8677,0.05275924220323158
3337,0.4335961950002539
14118,0.29563457691845124
17667,0.5676572130682378
16213,0.09275875054657784
7116,0.49209039374831876
7245,0.2588004619481567
14527,0.3329449042667234
10376,0.12074676826683461
3100,-0.002165234206588984
10083,0.102842135429343
13928,0.20943877925899762
2342,0.3983995660855303
226,0.18660126682689865
13585,0.5487773576780393
1470,0.29800634452985314
11261,0.06622942769998713
15287,0.3774395176548755
13455,0.4332707138187961
5432,0.3304566746392981
14784,0.17026365736303528
10796,0.17783442929890153
6966,-0.009546601692558943
1080,0.3751026977859787
12726,0.7603055840188518
9927,0.09303195493590244
9630,0.5821749747515416
6940,0.5067858743100816
15717,0.001430093901935603
11858,0.12674285827107618
2438,0.05270930785161976
17508,0.4031289197733614
12734,0.5394837508399432
15812,0.04712612249379711
2839,0.5528202515247427
1369,0.7287860249780138
13113,0.07419446060628149
16718,0.22370328057788869
12472,0.652068703826097
9606,0.050585575182394926
15336,0.40928771261074387
208,0.07247271441021358
15337,0.12215675888513955
9414,0.5862686263631849
11080,0.18489772165433455
14958,0.19388977571351423
7102,0.12693485943651162
10428,-0.014617363840493725
6271,0.11909138244379708
6279,0.21711463964952876
8791,0.1580917143007874
10246,0.2610819262096687
5324,0.07979947449096192
13161,0.15308891915527517
1622,0.07784293228178474
4069,0.28945780306909025
16564,0.7553725558929831
12797,0.055752705238448774
9326,0.125457305696273
12811,0.12458888162012616
9900,0.15360877001571005
16374,0.5218367654008492
16671,0.14904751485328727
15274,0.115109521466502
12662,0.11414715065497211
18855,0.28170595627665057
763,0.17897134836126055
18306,0.19973133004190352
3357,0.09845140838515459
8160,0.1016631011886831
4292,0.31717272503273036
1229,0.12215042742093718
2483,0.016797347410151486
534,0.03880851252125084
13312,0.07674281536444089
17059,0.20534481133321508
13640,-0.0509409278930274
9683,0.6176826075375266
9893,0.6282842481823413
13009,0.1969179054458972
319,0.10159730236521725
16551,0.05528002775127183
14246,0.11262046589722102
5739,0.24148245876147073
18163,0.1801698979504604
5148,0.718922797667163
16892,0.660507069380762
16433,0.036304747556395456
12611,0.20908945829320458
11674,0.07564831330619698
4934,0.16122393843307403
16191,0.10507030112892757
13347,0.6797168220951787
8899,0.19482410981009485
1017,0.11573234412584549
15612,0.08645239623341788
9006,0.08318391159342792
15187,0.31642586277775214
13359,0.26693942999891535
1284,0.045207058686958734
1243,0.289351447923565
5405,0.174465707087605
445,0.5478099379954846
8546,0.018600259152440568
18158,0.019455119641465846
9239,0.18122661141598373
3012,0.13273604012877688
11398,0.04284674638580932
9438,0.1677677483438938
5747,0.17783251880276996
18307,0.3782011138945174
10004,0.08911031932207197
16068,0.2601754692062905
10095,0.08758034569580309
4755,0.166421770011147
3262,0.18116928311282632
13885,0.013574538143387938
8588,0.3322371954567014
9471,0.24884104639697285
6043,-0.04688195037681997
11155,0.1532799554411684
11642,0.9014414956325751
4387,0.048782585692281666
10023,0.02835840572115944
16820,0.12206011367491837
6571,0.19671130517343327
3032,0.42106740196084036
10449,0.778595198844507
16603,0.18023284170963844
12573,0.1262695895123942
18843,0.07232972702738827
14074,0.1853051605956016
8435,0.5312147334366701
16891,0.024283844917426523
15956,0.09126951720675802
6809,0.01120325272234457
18217,0.3844044170779179
